age,job,marital,education,balance,housing,duration,campaign,approval
58.0,5,2,1,1426,no,72.0,6,no
60.0,0,0,1,445,yes,241.0,1,no
66.0,0,2,1,2261,no,272.0,4,no
36.0,4,2,2,739,no,207.0,8,yes
49.0,6,1,1,1691,yes,64.0,6,no
40.0,7,1,1,274,no,543.0,2,no
23.0,9,2,1,822,no,166.0,1,no
29.0,4,2,2,2315,no,245.0,3,no
44.0,1,1,0,537,yes,94.0,1,no
54.0,11,1,3,1671,no,34.0,8,no
47.0,1,1,0,582,no,203.0,2,no
33.0,0,1,2,857,no,318.0,1,no
30.0,6,1,1,1471,yes,158.0,4,no
27.0,0,2,1,289,no,177.0,1,no
49.0,4,0,2,1643,yes,56.0,1,no
27.0,7,2,1,471,yes,172.0,2,no
51.0,1,1,1,433,yes,136.0,1,no
32.0,0,0,1,279,yes,82.0,3,no
30.0,1,2,1,349,yes,123.0,1,no
33.0,0,1,1,2045,yes,110.0,1,no
27.0,1,2,0,222,yes,385.0,5,no
75.0,5,0,1,1300,no,415.0,7,yes
37.0,7,0,1,739,yes,73.0,1,no
36.0,9,2,1,1373,yes,243.0,2,no
37.0,1,1,1,404,yes,137.0,2,no
35.0,4,1,2,282,yes,55.0,4,no
32.0,7,1,1,44,yes,18.0,5,no
32.0,0,2,1,390,no,255.0,2,no
35.0,0,1,0,460,yes,95.0,1,no
31.0,1,1,0,276,yes,112.0,1,no
28.0,1,2,1,1972,yes,205.0,2,no
27.0,7,1,1,328,yes,97.0,1,no
22.0,8,2,3,782,no,154.0,1,no
35.0,1,1,0,561,yes,135.0,2,no
69.0,5,1,0,807,no,230.0,1,no
37.0,2,2,2,1348,yes,349.0,1,no
45.0,0,2,1,274,yes,38.0,1,no
47.0,4,1,2,383,yes,268.0,1,no
52.0,4,1,2,265,yes,94.0,4,no
33.0,7,1,1,364,yes,263.0,2,no
60.0,1,1,0,742,no,671.0,4,yes
33.0,4,0,1,1508,yes,197.0,1,no
44.0,0,1,1,1652,yes,180.0,2,no
38.0,2,1,1,1027,no,452.0,2,no
54.0,2,1,1,866,yes,352.0,1,no
32.0,10,0,0,274,no,175.0,4,no
33.0,9,1,1,274,yes,163.0,2,no
55.0,7,0,1,488,yes,200.0,2,no
51.0,1,1,0,2057,no,75.0,7,no
48.0,1,1,1,929,yes,227.0,1,no
37.0,7,2,1,1142,yes,586.0,3,no
33.0,7,2,1,234,no,119.0,5,no
30.0,1,1,0,275,yes,80.0,2,no
43.0,1,1,0,212,yes,112.0,2,no
49.0,9,1,1,2019,yes,130.0,2,no
54.0,10,1,0,776,yes,237.0,3,no
31.0,10,1,2,2201,no,377.0,8,no
54.0,11,1,3,1043,no,335.0,1,yes
36.0,10,1,1,197,yes,121.0,3,no
30.0,0,1,1,274,no,127.0,5,no
27.0,9,2,1,431,no,650.0,2,yes
30.0,0,1,1,396,yes,107.0,1,no
30.0,1,1,1,884,yes,610.0,2,no
35.0,9,0,1,274,no,124.0,4,no
33.0,7,0,1,666,yes,216.0,1,no
43.0,1,0,0,213,yes,747.0,4,no
41.0,1,1,1,167,yes,313.0,1,no
41.0,4,0,2,2054,no,252.0,9,yes
46.0,0,0,1,1607,no,121.0,1,yes
54.0,1,1,1,19,yes,799.0,1,no
32.0,4,1,2,1053,yes,883.0,1,no
30.0,9,2,2,505,yes,197.0,1,no
40.0,2,1,0,274,yes,271.0,2,no
30.0,1,1,0,1692,no,221.0,2,no
27.0,0,1,1,856,no,243.0,3,no
41.0,1,1,0,1016,yes,72.0,1,no
54.0,7,1,1,645,yes,155.0,2,no
32.0,4,2,2,1240,yes,70.0,2,no
31.0,4,1,2,1698,yes,280.0,4,yes
42.0,1,1,1,20,yes,115.0,2,no
48.0,0,1,0,829,no,29.0,2,no
34.0,1,1,0,353,yes,406.0,2,no
55.0,9,0,1,335,yes,113.0,3,no
49.0,9,1,1,1166,no,47.0,2,no
46.0,4,0,2,930,no,36.0,2,no
47.0,2,1,3,479,yes,135.0,2,no
24.0,4,2,2,443,no,67.0,2,no
58.0,2,1,1,276,no,684.0,1,no
32.0,4,2,2,315,no,686.0,5,yes
25.0,8,2,1,1176,yes,170.0,3,no
49.0,1,1,1,235,no,150.0,3,no
59.0,5,0,1,2115,no,1060.0,2,yes
30.0,4,2,2,591,yes,122.0,16,no
46.0,1,1,1,743,yes,724.0,1,no
42.0,4,1,3,1371,no,230.0,1,yes
37.0,2,1,2,1715,no,187.0,2,no
44.0,1,1,0,262,yes,179.0,4,no
49.0,7,1,1,2104,no,357.0,3,no
41.0,1,1,1,1344,no,82.0,1,no
48.0,9,1,2,274,no,176.0,15,no
31.0,4,1,1,843,yes,424.0,1,no
37.0,8,1,3,274,no,115.0,1,no
51.0,7,1,1,1026,yes,177.0,2,no
80.0,5,1,1,2223,no,712.0,1,yes
32.0,4,2,2,424,yes,118.0,1,no
48.0,7,1,0,55,yes,25.0,7,no
49.0,1,1,2,1474,no,753.0,1,no
30.0,4,1,2,1801,yes,124.0,1,no
27.0,6,2,1,323,yes,208.0,2,no
34.0,9,1,1,113,no,136.0,4,no
49.0,4,1,1,1420,yes,1081.0,2,yes
48.0,4,1,2,334,no,376.0,2,no
40.0,7,1,1,291,no,78.0,1,no
38.0,1,1,1,1547,yes,354.0,1,no
46.0,1,1,0,365,yes,29.0,1,no
41.0,2,1,2,442,yes,209.0,1,no
28.0,4,2,2,1126,yes,433.0,1,no
51.0,7,1,3,2113,yes,147.0,2,no
33.0,1,0,0,415,yes,41.0,2,no
26.0,4,2,2,475,no,111.0,1,no
34.0,0,2,1,1018,no,108.0,2,no
27.0,1,1,1,54,yes,411.0,2,no
42.0,6,1,1,371,no,108.0,2,no
45.0,0,1,1,474,yes,224.0,2,yes
31.0,9,2,1,846,yes,1083.0,2,no
32.0,4,2,2,573,no,757.0,2,yes
39.0,1,1,0,1393,no,57.0,1,no
26.0,1,2,1,1019,yes,95.0,5,no
40.0,4,2,2,1364,no,144.0,2,no
52.0,7,1,1,23,no,135.0,1,no
40.0,9,2,2,496,no,176.0,2,no
48.0,9,1,1,401,no,524.0,5,no
31.0,7,1,1,668,yes,65.0,1,no
27.0,0,1,1,910,yes,653.0,1,yes
47.0,9,1,1,1246,yes,91.0,1,yes
28.0,4,2,1,442,no,93.0,1,yes
40.0,4,0,2,343,yes,503.0,2,no
34.0,0,1,1,1360,yes,186.0,1,no
29.0,6,1,2,938,yes,121.0,2,no
36.0,4,1,2,335,no,452.0,2,no
83.0,5,1,0,679,no,883.0,1,yes
55.0,7,0,0,1762,yes,104.0,2,no
43.0,4,0,2,373,no,24.0,3,no
23.0,8,2,1,1122,no,79.0,9,no
44.0,9,1,2,1194,no,178.0,2,no
58.0,1,1,0,964,yes,74.0,2,no
29.0,0,2,1,1340,no,217.0,1,no
30.0,4,2,2,826,no,475.0,1,no
29.0,0,2,1,175,yes,127.0,1,no
41.0,9,1,1,274,no,101.0,1,no
35.0,3,1,0,274,yes,340.0,3,no
31.0,9,2,1,1117,yes,158.0,4,no
27.0,0,2,2,347,no,242.0,1,no
47.0,7,1,1,1696,yes,323.0,1,no
53.0,6,1,2,1701,yes,18.0,30,no
34.0,4,1,2,1512,yes,68.0,3,no
34.0,1,1,0,125,yes,134.0,4,no
36.0,4,1,2,136,yes,113.0,3,no
40.0,9,1,1,440,yes,43.0,4,no
37.0,6,2,2,788,no,200.0,2,no
65.0,5,0,3,563,no,245.0,2,no
53.0,9,0,1,938,yes,343.0,4,no
28.0,9,2,1,400,no,229.0,1,no
33.0,9,0,2,102,yes,530.0,1,no
56.0,1,1,0,639,no,58.0,5,no
45.0,6,1,1,909,no,78.0,2,no
39.0,9,1,1,2243,no,147.0,1,no
28.0,4,2,2,1347,yes,40.0,1,no
36.0,1,1,0,274,yes,618.0,2,no
41.0,1,1,0,1077,yes,23.0,4,no
46.0,0,1,1,628,no,293.0,1,yes
41.0,1,1,1,395,yes,16.0,6,no
59.0,7,1,1,474,no,286.0,2,no
24.0,0,1,1,562,yes,209.0,1,no
34.0,4,1,2,1964,yes,935.0,1,no
40.0,1,1,0,118,yes,260.0,1,no
42.0,0,1,1,1805,yes,298.0,4,no
50.0,7,1,1,521,yes,397.0,2,no
25.0,4,2,2,786,yes,113.0,4,no
51.0,7,0,1,762,yes,76.0,1,no
50.0,4,1,2,359,no,141.0,1,no
37.0,1,1,3,825,yes,773.0,2,no
21.0,7,2,1,621,no,329.0,1,no
52.0,1,1,1,212,yes,423.0,1,no
55.0,5,1,0,1992,no,67.0,4,no
26.0,9,2,1,1699,yes,626.0,1,no
38.0,9,1,2,1820,no,578.0,2,yes
32.0,1,1,1,892,yes,61.0,1,no
31.0,1,1,1,849,yes,248.0,4,no
34.0,9,2,1,602,no,136.0,1,no
33.0,9,2,2,578,no,126.0,3,no
35.0,9,1,1,276,no,653.0,3,no
44.0,4,1,3,670,yes,7.0,7,no
48.0,4,0,2,754,yes,528.0,1,no
29.0,1,1,1,1052,yes,785.0,1,no
50.0,4,1,2,274,no,243.0,5,no
37.0,1,1,0,311,yes,24.0,2,no
44.0,0,2,1,1675,no,82.0,1,no
36.0,10,2,2,2242,yes,952.0,3,no
49.0,1,0,3,313,yes,27.0,5,no
31.0,1,1,1,274,yes,143.0,1,no
49.0,9,0,1,532,yes,274.0,6,no
35.0,1,2,1,274,yes,1174.0,1,yes
57.0,0,0,3,1941,no,915.0,1,no
42.0,1,1,0,1372,yes,115.0,1,no
36.0,1,0,1,192,yes,222.0,2,no
75.0,5,0,0,1018,no,341.0,1,no
38.0,1,2,1,806,yes,112.0,2,no
40.0,1,1,0,274,yes,64.0,2,no
38.0,7,2,1,1611,yes,937.0,3,yes
34.0,4,2,2,1213,yes,129.0,1,no
29.0,9,2,2,704,yes,59.0,1,no
28.0,0,1,1,213,yes,79.0,1,no
79.0,5,1,1,2023,no,151.0,5,no
51.0,0,0,1,717,yes,83.0,1,no
32.0,8,2,2,274,no,101.0,5,no
36.0,4,1,2,744,no,157.0,3,yes
38.0,2,1,1,430,no,57.0,11,no
49.0,6,1,1,618,yes,176.0,3,no
42.0,7,1,1,555,yes,222.0,3,no
43.0,1,1,0,2188,yes,217.0,4,no
34.0,1,1,1,58,yes,252.0,1,no
59.0,5,2,1,612,yes,1063.0,5,yes
35.0,11,1,0,625,no,41.0,2,no
33.0,1,2,1,2299,yes,27.0,25,no
34.0,0,2,1,1013,yes,758.0,2,no
64.0,5,1,1,1400,no,301.0,3,yes
34.0,2,1,2,252,yes,574.0,1,no
77.0,5,1,2,274,no,847.0,1,yes
57.0,5,1,0,1764,no,78.0,5,no
30.0,1,1,1,749,yes,514.0,1,no
56.0,3,0,0,1248,no,1558.0,1,yes
49.0,11,1,3,564,no,789.0,2,no
73.0,5,1,0,1320,no,146.0,3,no
39.0,9,2,1,376,yes,272.0,2,no
57.0,9,0,0,287,yes,323.0,2,no
32.0,6,1,1,668,yes,712.0,2,no
32.0,9,2,2,2018,yes,860.0,2,yes
45.0,0,1,1,855,yes,75.0,9,no
32.0,1,1,1,375,yes,191.0,4,no
31.0,4,1,2,1244,yes,1441.0,2,yes
49.0,6,1,1,1172,no,428.0,2,no
29.0,7,1,1,1904,no,322.0,3,no
55.0,9,1,1,1080,yes,104.0,1,no
30.0,0,1,1,762,yes,127.0,1,no
45.0,7,2,0,1507,yes,1259.0,6,yes
39.0,9,1,2,288,no,114.0,2,no
36.0,0,1,1,88,yes,106.0,1,no
33.0,4,1,2,1894,no,305.0,1,no
36.0,4,1,2,1777,yes,307.0,1,yes
31.0,9,2,1,687,no,1504.0,2,no
36.0,9,1,3,942,no,396.0,3,no
38.0,9,2,2,274,yes,71.0,1,no
33.0,11,1,1,1724,no,205.0,3,no
40.0,9,1,1,367,yes,134.0,2,no
31.0,1,1,1,1469,no,166.0,2,yes
39.0,7,1,1,398,yes,81.0,5,no
33.0,0,1,2,343,no,77.0,2,no
53.0,7,0,1,274,no,80.0,2,yes
38.0,4,1,2,274,yes,537.0,5,no
59.0,9,1,1,526,no,415.0,1,yes
55.0,1,1,0,1956,no,291.0,1,no
38.0,9,2,2,931,yes,283.0,1,no
48.0,7,1,1,390,yes,70.0,4,no
53.0,1,1,1,344,yes,611.0,2,no
44.0,0,0,1,686,no,132.0,3,no
57.0,4,1,2,1214,no,26.0,1,no
29.0,1,2,1,283,yes,262.0,3,no
31.0,7,1,1,682,yes,272.0,1,no
35.0,9,2,2,2193,yes,137.0,1,no
31.0,1,1,0,838,no,95.0,1,no
35.0,6,1,2,2233,no,140.0,2,no
40.0,4,2,1,463,yes,71.0,11,no
39.0,1,1,1,274,yes,502.0,1,no
43.0,9,2,2,2350,yes,164.0,7,no
44.0,2,1,0,541,yes,219.0,1,no
29.0,9,2,1,387,no,328.0,2,yes
40.0,9,1,1,965,yes,224.0,2,no
33.0,2,1,0,356,yes,63.0,2,no
46.0,4,1,2,1111,no,24.0,13,no
27.0,11,2,2,2144,no,147.0,4,no
26.0,0,2,1,696,no,84.0,3,no
41.0,9,1,1,612,yes,175.0,1,no
34.0,9,1,2,2059,yes,12.0,21,no
39.0,9,2,2,244,no,40.0,15,no
27.0,7,2,1,198,no,217.0,1,no
31.0,1,1,1,353,yes,235.0,11,no
44.0,10,2,1,1931,no,255.0,1,no
55.0,5,1,2,467,no,256.0,1,no
51.0,1,0,0,1007,no,41.0,2,no
50.0,4,1,2,214,no,75.0,1,no
30.0,7,1,1,1463,yes,192.0,4,no
46.0,9,1,1,331,no,796.0,1,yes
49.0,0,1,1,853,no,220.0,3,no
56.0,5,1,1,205,yes,614.0,2,no
47.0,0,0,1,495,no,1126.0,4,yes
30.0,0,1,1,398,no,161.0,2,no
36.0,2,2,1,725,no,141.0,3,no
40.0,4,1,2,269,no,697.0,1,no
37.0,9,2,1,635,no,223.0,2,no
42.0,0,0,1,1067,no,931.0,1,yes
45.0,9,1,1,1329,yes,483.0,1,no
34.0,10,2,1,274,no,63.0,2,no
27.0,0,2,1,1884,no,271.0,5,no
30.0,1,1,1,211,yes,144.0,5,no
32.0,9,1,1,438,yes,79.0,3,no
46.0,3,1,0,293,yes,171.0,1,no
29.0,6,1,2,509,yes,73.0,4,no
53.0,11,1,3,287,no,69.0,1,no
32.0,9,1,1,549,no,60.0,1,no
49.0,10,1,1,952,yes,257.0,1,no
35.0,4,1,2,367,no,198.0,2,no
38.0,1,1,1,1433,yes,217.0,3,no
39.0,2,1,0,507,yes,134.0,1,no
34.0,9,2,1,1589,yes,41.0,1,no
42.0,1,1,0,972,yes,611.0,2,no
35.0,1,2,3,1028,yes,216.0,3,no
60.0,0,1,1,1124,no,388.0,8,no
57.0,9,0,1,337,yes,242.0,1,no
31.0,1,2,1,290,no,387.0,1,no
29.0,4,2,1,672,no,90.0,1,no
41.0,7,1,1,1939,yes,281.0,2,no
46.0,1,1,0,1729,yes,332.0,1,no
33.0,9,1,1,406,no,218.0,1,yes
32.0,1,2,1,1456,yes,650.0,2,no
54.0,4,0,2,1588,yes,1034.0,1,yes
37.0,7,1,1,2026,yes,182.0,2,no
32.0,9,2,1,1774,no,156.0,1,no
43.0,4,1,2,895,yes,171.0,3,no
50.0,1,0,1,473,yes,265.0,1,no
34.0,1,1,1,584,yes,10.0,3,no
31.0,0,0,1,1235,no,350.0,1,no
43.0,6,1,1,852,yes,65.0,1,no
49.0,2,1,1,539,no,58.0,1,no
22.0,8,2,3,321,no,69.0,3,no
35.0,4,1,2,1170,no,127.0,2,no
56.0,0,1,1,274,yes,154.0,2,no
53.0,1,1,1,274,no,36.0,4,no
54.0,2,1,2,1382,no,85.0,7,no
32.0,7,2,3,2134,yes,362.0,1,no
41.0,6,1,1,302,yes,49.0,1,no
40.0,1,1,1,1115,yes,410.0,1,no
33.0,1,1,0,512,yes,253.0,3,no
33.0,4,2,2,1545,no,570.0,1,no
34.0,1,1,1,1938,yes,633.0,7,no
36.0,7,1,1,1293,yes,82.0,4,no
34.0,2,1,2,667,yes,164.0,1,no
55.0,4,1,0,499,no,175.0,3,no
28.0,8,2,2,1392,no,659.0,4,yes
29.0,0,2,1,1853,yes,139.0,2,no
31.0,0,2,1,417,yes,43.0,11,no
52.0,4,1,2,1299,yes,343.0,5,no
54.0,7,1,3,645,no,74.0,1,no
43.0,1,1,0,2199,yes,302.0,8,no
55.0,2,1,1,474,no,455.0,13,no
28.0,1,0,3,375,yes,126.0,4,no
45.0,10,0,1,922,yes,107.0,1,no
45.0,2,1,0,1656,yes,120.0,1,no
51.0,4,1,2,1766,yes,727.0,4,no
42.0,9,2,1,274,yes,275.0,4,no
43.0,11,2,3,452,no,41.0,1,no
34.0,4,1,2,447,no,61.0,4,no
36.0,1,1,0,323,yes,232.0,2,no
37.0,1,1,1,1549,yes,214.0,1,no
50.0,1,1,1,632,yes,21.0,1,no
42.0,4,0,3,2197,no,138.0,2,yes
34.0,1,2,0,714,yes,173.0,1,no
48.0,4,1,1,391,yes,635.0,1,no
47.0,0,1,1,378,yes,77.0,2,no
40.0,4,1,2,1133,yes,73.0,1,no
37.0,4,1,2,774,no,540.0,2,no
38.0,1,1,0,274,yes,179.0,2,no
29.0,9,2,2,662,yes,119.0,1,no
46.0,1,1,0,1686,yes,107.0,1,no
26.0,1,1,1,734,yes,48.0,2,no
30.0,7,2,2,1865,yes,447.0,4,no
42.0,1,1,1,2103,yes,430.0,2,no
42.0,4,2,2,374,no,64.0,2,no
31.0,0,2,1,1279,yes,217.0,5,no
37.0,4,2,2,989,yes,77.0,1,no
26.0,1,1,1,512,yes,16.0,11,no
54.0,1,1,3,462,no,753.0,2,no
70.0,5,1,1,1743,no,125.0,2,no
29.0,6,2,1,1890,yes,1210.0,1,no
50.0,7,1,1,1398,yes,185.0,1,no
60.0,10,0,1,644,yes,80.0,1,no
32.0,9,2,1,303,no,156.0,2,no
32.0,9,1,1,358,no,403.0,3,no
34.0,6,2,2,1031,yes,145.0,2,no
48.0,7,2,0,1360,yes,17.0,7,no
25.0,8,1,2,274,yes,160.0,1,no
32.0,4,1,1,2136,yes,486.0,2,no
32.0,1,1,0,591,yes,321.0,1,no
47.0,0,0,1,435,yes,203.0,4,no
32.0,9,1,3,2311,no,646.0,3,no
49.0,4,2,2,424,yes,97.0,3,yes
53.0,7,1,1,272,yes,144.0,2,no
41.0,1,2,3,2020,no,30.0,6,no
47.0,4,0,2,1197,no,82.0,2,no
35.0,1,1,0,285,yes,326.0,4,no
33.0,4,2,1,2210,no,414.0,3,no
49.0,1,1,0,1120,yes,285.0,5,no
46.0,4,0,2,1276,no,716.0,3,yes
29.0,4,0,2,670,yes,449.0,4,no
58.0,6,1,0,883,yes,16.0,3,no
40.0,0,2,1,1645,yes,65.0,1,no
34.0,4,1,2,672,yes,138.0,1,no
60.0,5,1,0,345,no,121.0,3,no
43.0,4,1,2,1224,no,140.0,2,no
50.0,1,1,0,2217,yes,256.0,6,no
33.0,1,1,1,516,yes,61.0,4,no
37.0,1,1,0,894,yes,367.0,2,no
55.0,6,1,1,473,yes,9.0,5,no
45.0,1,2,0,180,no,395.0,4,no
47.0,1,1,0,1856,no,125.0,2,no
58.0,9,1,1,390,no,580.0,3,no
36.0,7,1,1,1464,yes,15.0,1,no
55.0,9,1,1,274,yes,119.0,2,no
31.0,1,1,1,1045,yes,26.0,2,no
38.0,9,1,1,995,yes,224.0,2,no
42.0,1,1,1,403,yes,285.0,1,no
32.0,4,0,2,275,yes,399.0,4,no
39.0,1,1,1,282,no,88.0,3,no
41.0,9,1,1,329,yes,185.0,4,no
59.0,1,1,0,902,no,98.0,1,no
42.0,10,0,1,944,no,97.0,1,no
33.0,1,1,1,892,yes,72.0,2,no
53.0,5,1,1,2052,no,109.0,1,no
43.0,1,1,0,1236,yes,208.0,3,no
39.0,6,2,2,680,no,1029.0,1,yes
27.0,2,2,1,636,yes,273.0,1,no
39.0,4,1,2,286,yes,130.0,1,no
27.0,1,2,1,297,no,590.0,2,no
33.0,0,1,1,614,yes,107.0,2,no
29.0,7,0,1,592,yes,88.0,2,no
33.0,4,0,2,274,no,305.0,2,no
41.0,2,1,1,614,no,90.0,2,no
38.0,9,2,2,1614,yes,222.0,1,no
30.0,4,1,2,274,yes,127.0,1,no
58.0,10,1,2,931,no,38.0,1,no
37.0,7,2,1,830,no,380.0,3,no
36.0,0,0,1,616,yes,244.0,3,no
45.0,1,1,0,1274,yes,189.0,17,no
23.0,9,2,1,131,yes,217.0,2,no
53.0,1,1,0,568,no,388.0,3,yes
44.0,1,1,0,128,yes,22.0,3,no
32.0,9,2,1,742,no,289.0,2,no
32.0,4,1,2,345,yes,221.0,8,no
38.0,0,1,2,881,yes,129.0,2,no
47.0,1,1,0,788,yes,147.0,2,no
34.0,7,2,1,358,yes,299.0,1,no
52.0,7,1,1,382,yes,543.0,12,no
45.0,0,2,1,265,yes,247.0,1,no
50.0,1,1,0,1207,yes,166.0,2,no
52.0,1,0,0,177,yes,755.0,1,yes
37.0,1,1,1,405,no,336.0,2,no
51.0,1,1,1,1608,yes,619.0,1,no
32.0,4,1,2,2027,yes,159.0,2,no
33.0,1,1,1,113,yes,29.0,3,no
28.0,10,1,1,868,yes,606.0,2,no
66.0,4,1,2,1140,yes,971.0,2,no
31.0,7,2,1,274,yes,231.0,2,no
35.0,1,1,0,842,yes,163.0,1,no
47.0,7,2,3,1474,no,385.0,2,yes
36.0,0,2,1,1268,no,119.0,2,no
32.0,9,2,2,799,no,348.0,1,no
34.0,1,1,0,1436,yes,30.0,1,no
40.0,0,1,1,439,yes,249.0,2,no
33.0,6,1,2,530,no,119.0,2,no
39.0,1,1,1,94,yes,177.0,1,no
38.0,6,1,1,543,yes,110.0,5,no
32.0,9,2,1,274,no,594.0,4,yes
65.0,11,1,3,563,no,105.0,1,no
34.0,10,2,2,670,no,123.0,1,no
34.0,0,2,0,274,yes,172.0,4,no
42.0,1,2,0,1289,yes,178.0,1,no
31.0,7,1,1,1150,yes,230.0,1,no
47.0,9,1,1,565,yes,89.0,3,no
44.0,9,0,1,985,yes,118.0,4,no
38.0,3,1,1,143,yes,143.0,2,no
28.0,4,2,2,1821,yes,7.0,1,no
46.0,0,2,1,938,yes,104.0,2,no
51.0,1,0,0,252,no,220.0,2,no
42.0,4,0,2,274,no,85.0,2,no
37.0,9,2,1,1660,no,91.0,3,yes
58.0,10,1,2,1479,yes,19.0,8,no
43.0,0,1,1,405,no,574.0,1,yes
36.0,4,2,2,527,yes,49.0,1,no
34.0,1,1,1,281,yes,171.0,2,no
31.0,4,2,2,1826,no,258.0,1,yes
49.0,9,1,3,585,yes,41.0,2,no
54.0,4,1,2,1769,yes,83.0,1,no
29.0,10,2,1,736,no,95.0,1,no
51.0,5,0,1,604,yes,78.0,2,no
40.0,10,0,1,754,yes,134.0,1,no
35.0,4,2,2,2122,yes,215.0,1,yes
25.0,8,2,1,566,no,226.0,2,yes
32.0,1,2,1,392,yes,1275.0,1,yes
30.0,6,1,1,397,no,66.0,1,no
38.0,4,1,2,350,yes,196.0,3,no
46.0,0,1,1,344,yes,229.0,2,yes
43.0,10,1,0,1083,yes,241.0,2,no
32.0,9,2,2,1591,no,354.0,2,no
29.0,1,2,1,571,yes,471.0,3,no
56.0,1,1,1,1595,no,90.0,2,no
57.0,9,1,0,274,no,58.0,8,no
38.0,0,1,1,1901,yes,379.0,2,no
51.0,9,1,0,1386,no,12.0,5,no
35.0,0,2,2,336,no,67.0,1,no
37.0,1,1,0,907,no,165.0,7,no
48.0,4,1,1,1991,yes,1032.0,3,yes
30.0,1,2,1,278,yes,84.0,3,no
60.0,5,1,1,529,no,393.0,4,no
56.0,4,1,1,507,yes,808.0,1,no
45.0,1,1,0,371,yes,923.0,3,no
38.0,9,0,1,665,no,63.0,6,no
20.0,8,2,1,1226,no,274.0,1,no
59.0,5,1,0,241,yes,84.0,4,no
34.0,9,1,2,467,no,78.0,3,yes
36.0,1,1,3,280,no,41.0,7,no
53.0,0,2,1,1650,yes,317.0,1,yes
51.0,4,1,2,848,yes,138.0,1,no
58.0,5,1,1,504,no,88.0,4,no
48.0,4,1,0,1514,yes,413.0,2,no
56.0,4,1,2,1807,yes,139.0,1,no
51.0,1,1,0,1029,no,82.0,2,no
35.0,1,1,1,663,yes,12.0,6,no
40.0,0,2,1,374,yes,221.0,1,yes
59.0,3,1,1,606,no,38.0,1,no
44.0,4,0,2,1556,no,661.0,1,no
49.0,3,1,0,1040,no,388.0,1,yes
35.0,0,1,2,274,yes,151.0,7,no
41.0,4,1,2,325,no,140.0,8,no
55.0,5,1,0,423,no,124.0,1,no
51.0,6,1,1,308,no,200.0,1,no
27.0,7,2,1,975,no,101.0,3,no
57.0,1,1,0,545,no,261.0,12,no
51.0,4,2,2,1578,no,176.0,2,no
38.0,4,1,2,77,yes,209.0,12,no
49.0,0,1,1,467,yes,223.0,1,yes
40.0,9,2,2,998,yes,38.0,1,no
47.0,3,2,2,1819,no,541.0,1,no
48.0,4,0,1,1411,yes,84.0,1,no
47.0,7,1,2,1028,no,602.0,9,no
56.0,7,1,1,357,no,26.0,11,no
29.0,4,2,2,1339,no,328.0,2,yes
38.0,9,1,1,496,yes,762.0,3,yes
32.0,4,1,2,235,yes,107.0,4,no
42.0,0,2,1,510,yes,46.0,5,no
30.0,1,1,0,117,no,128.0,6,no
26.0,0,2,2,1890,yes,360.0,5,no
35.0,9,1,1,274,yes,524.0,1,yes
35.0,9,1,1,518,yes,128.0,3,no
35.0,6,2,2,318,no,310.0,2,no
57.0,1,1,1,1754,no,819.0,10,yes
29.0,0,2,1,1543,no,202.0,1,no
32.0,1,2,1,276,no,144.0,2,no
45.0,9,1,1,1329,yes,311.0,1,no
51.0,4,2,2,560,yes,415.0,4,yes
31.0,9,2,1,1168,yes,93.0,8,no
50.0,6,1,3,219,yes,101.0,1,no
38.0,1,2,1,273,yes,72.0,1,no
37.0,4,1,2,608,yes,282.0,1,no
35.0,4,1,2,1254,yes,210.0,2,no
37.0,10,1,3,2007,no,369.0,1,no
28.0,4,2,2,964,no,125.0,6,no
-38.0,4,1,2,2179,no,301.0,6,no
43.0,4,1,1,2328,no,14.0,14,no
43.0,4,1,3,2070,yes,57.0,3,no
56.0,4,1,2,2316,no,420.0,1,no
32.0,9,2,2,2303,yes,638.0,1,no
58.0,4,0,2,1378,no,137.0,2,no
47.0,4,1,2,549,no,557.0,7,no
31.0,1,2,1,165,yes,66.0,2,no
38.0,4,1,2,274,yes,206.0,1,no
50.0,1,1,1,986,yes,19.0,14,no
32.0,1,1,1,563,no,166.0,2,no
37.0,7,2,1,1217,yes,102.0,1,no
39.0,4,1,2,274,yes,46.0,2,no
40.0,7,1,1,387,yes,126.0,1,no
41.0,1,1,1,858,yes,161.0,1,no
45.0,9,1,1,1353,yes,355.0,1,no
31.0,0,1,1,274,yes,40.0,2,no
54.0,7,1,0,282,yes,143.0,1,no
39.0,0,0,1,655,yes,133.0,2,no
56.0,0,0,1,85,yes,185.0,2,no
35.0,0,2,1,1746,no,22.0,12,no
34.0,4,1,1,289,no,184.0,7,no
31.0,9,2,1,399,no,78.0,2,no
38.0,9,1,2,319,no,125.0,4,no
41.0,9,1,2,287,no,189.0,2,no
44.0,2,1,2,274,yes,300.0,1,no
49.0,1,1,1,807,yes,396.0,1,no
30.0,7,2,1,686,yes,340.0,3,no
31.0,7,2,1,1539,yes,55.0,2,no
34.0,4,1,1,1020,yes,238.0,6,no
70.0,5,1,2,2317,no,172.0,3,no
45.0,4,1,2,1843,no,36.0,3,no
31.0,4,1,2,2139,no,303.0,2,no
57.0,0,1,1,984,no,417.0,3,no
40.0,7,1,3,1950,yes,162.0,3,no
28.0,1,1,1,633,yes,10.0,9,no
44.0,0,2,1,210,yes,99.0,1,no
49.0,7,0,1,1823,no,32.0,3,no
46.0,4,1,2,1313,yes,308.0,3,no
